Entity Name,Entity ID,Security Name,Security ID,Does the company meet your screening criteria?,ESG Risk Score
Svenska Cellulosa AB SCA,1008298390,,1008298390,Yes,17.58
Svenska Handelsbanken AB,1008509968,,1008509968,Yes,17.28
"SVI Public Co., Ltd.",1015911469,,1015911469,N/A,No data
Svolder AB,1008017763,,1008017763,Yes,17.72
SW Funding Plc,2000072407,,2000072407,Yes,24.95
Swan Energy Ltd.,2000938990,,2000938990,N/A,No data
"Swancor Holding Co., Ltd.",1047008505,,1047008505,Yes,31.44
SWCC Corp.,1008754305,,1008754305,Yes,25.76
Sweco AB,1011327969,,1011327969,Yes,20.98
Swedbank AB,1008289240,,1008289240,Yes,23.38
Swedbank AS,2000499671,,2000499671,Yes,23.38
Swedbank Hypotek AB,1008759954,,1008759954,Yes,10.38
Swedencare AB,2003560730,,2003560730,Yes,24.45
Swedish Covered Bond Corp.,1035703216,,1035703216,Yes,17.24
Swedish Export Credit Corp.,1011067128,,1011067128,Yes,7.34
Swedish Logistic Property AB,2007193715,,2007193715,Yes,22.39
Swedish Orphan Biovitrum AB,1008950516,,1008950516,Yes,21.65
"Sweetgreen, Inc.",2000210184,,2000210184,Yes,29.62
Sweihan PV Power Co.,2005216407,,2005216407,Yes,40.20
Swire Pacific Ltd.,1008752256,,1008752256,Yes,38.73
Swire Pacific MTN Financing (HK) Ltd.,2006986670,,2006986670,Yes,38.73
Swire Pacific MTN Financing Ltd.,1034837750,,1034837750,Yes,38.73
Swire Properties Ltd.,1030988540,,1030988540,Yes,10.81
Swire Properties MTN Financing Ltd.,1214921908,,1214921908,Yes,10.81
Swiss Life Finance I AG,2013576322,,2013576322,Yes,17.06
Swiss Life Finance I Ltd.,2009120001,,2009120001,Yes,17.06
Swiss Life Holding AG,1008752934,,1008752934,Yes,17.06
Swiss Prime Site AG,1010322653,,1010322653,Yes,13.08
Swiss Re AG,1008752896,,1008752896,Yes,15.88
Swiss Re Finance (Luxembourg) SA,2000955572,,2000955572,Yes,15.88
Swiss Re Finance (UK) Plc,2002531291,,2002531291,Yes,15.88
Swisscom AG,1008270400,,1008270400,Yes,15.97
Swisscom Finance BV,2007716992,,2007716992,Yes,15.97
Swissquote Group Holding Ltd.,1008851650,,1008851650,Yes,19.82
SWK Holdings Corp.,2002678968,,2002678968,Yes,26.32
Sword Group SE,1009254291,,1009254291,Yes,22.17
SY Holdings Group Ltd.,2005162531,,2005162531,Yes,34.19
Syarikat Takaful Malaysia Keluarga Bhd.,1015561694,,1015561694,Yes,28.80
Sydbank A/S,1012359190,,1012359190,Yes,20.16
Sydney Airport Finance Co. Pty Ltd.,1034849410,,1034849410,Yes,8.05
Sydney Airport Ltd.,2003947467,,2003947467,Yes,8.05
Sylvamo Corp.,2009133717,,2009133717,Yes,23.20
"Symbotic, Inc.",2011193946,,2011193946,N/A,No data
Symphony Ltd.,1028239283,,1028239283,Yes,24.59
Symrise AG,1008735001,,1008735001,Yes,18.83
SynAct Pharma AB,2003999088,,2003999088,Yes,29.61
"Synaptics, Inc.",1007913259,,1007913259,Yes,24.69
Synchrony Bank,1012301371,,1012301371,Yes,26.26
Synchrony Card Issuance Trust 2018-1,2006595496,,2006595496,Yes,17.22
Synchrony Card Issuance Trust 2022-1,2011088049,,2011088049,Yes,17.22
Synchrony Financial,1268212481,,1268212481,Yes,17.22
Syncmold Enterprise Corp.,1033182531,,1033182531,Yes,20.80
"Syndax Pharmaceuticals, Inc.",1035118384,,1035118384,Yes,24.03
"Syneos Health, Inc.",1281910077,,1281910077,Yes,18.97
Synergie SA,1008757549,,1008757549,Yes,12.36
"Synergy Grid & Development Philippines, Inc.",2000098833,,2000098833,Yes,44.47
Syngene International Ltd.,1036501910,,1036501910,Yes,15.04
Syngenta AG,1008625733,,1008625733,Yes,31.53
Syngenta Finance NV,1044076744,,1044076744,Yes,31.53
Syngenta Group Finance Ltd.,2012612413,,2012612413,Yes,44.83
Synlab AG,2008748605,,2008748605,Yes,17.07
Synlait Milk Ltd.,1060010940,,1060010940,Yes,24.78
Synmosa Biopharma Corp.,1017655068,,1017655068,Yes,30.45
Synnex Technology International Corp.,1008760625,,1008760625,Yes,11.18
"Synopsys, Inc.",1007913274,,1007913274,Yes,14.42
"Synovus Bank (Columbus, Georgia)",2003306443,,2003306443,Yes,24.17
Synovus Financial Corp.,1008184570,,1008184570,Yes,24.17
Synsam AB,2005390840,,2005390840,Yes,15.20
Synthaverse SA,2003223592,,2003223592,Yes,40.34
Synthomer Plc,1008571233,,1008571233,Yes,28.80
Syrah Resources Ltd.,1123941170,,1123941170,Yes,35.85
Syrma SGS Technology Ltd.,2008359600,,2008359600,N/A,No data
"Sysco Canada, Inc.",2002886588,,2002886588,Yes,12.83
Sysco Corp.,1008067342,,1008067342,Yes,15.90
Sysmex Corp.,1008761047,,1008761047,Yes,24.65
"System Support, Inc.",2002748981,,2002748981,N/A,No data
"System1, Inc.",2009897781,,2009897781,N/A,No data
Systemair AB,1013456244,,1013456244,Yes,25.01
Systems Ltd.,2002907024,,2002907024,Yes,24.03
Systena Corp.,1017307560,,1017307560,Yes,22.86
Systex Corp.,1017586691,,1017586691,Yes,18.59
"SZZT Electronics Co., Ltd.",2001124625,,2001124625,N/A,No data
São Martinho SA,1030695108,,1030695108,Yes,28.29
Säästöpankkiliitto osk,1141382842,,1141382842,Yes,18.67
Séché Environnement SA,1008760763,,1008760763,Yes,18.85
Síminn hf,1013351430,,1013351430,Yes,26.50
Südzucker AG,1008553441,,1008553441,Yes,31.89
Südzucker International Finance BV,1040265047,,1040265047,Yes,31.89
SÜSS MicroTec SE,1008301487,,1008301487,Yes,14.22
"T&D Holdings, Inc.",1028239665,,1028239665,Yes,28.17
T-Gaia Corp.,1013411192,,1013411192,Yes,14.46
"T-Mobile US, Inc.",1007971585,,1007971585,Yes,24.63
"T-Mobile USA, Inc.",1252750704,,1252750704,Yes,24.63
"T. Hasegawa Co., Ltd.",1010343225,,1010343225,Yes,38.33
"T. Rowe Price Group, Inc.",1007901463,,1007901463,Yes,18.95
T.K. Corp. (Korea),1028239546,,1028239546,Yes,37.44
T3EX Global Holdings Corp.,1041752688,,1041752688,Yes,23.01
Ta Ann Holdings Bhd.,1014361199,,1014361199,Yes,22.01
"Ta Chen Stainless Pipe Co., Ltd.",1017708375,,1017708375,Yes,37.65
"Ta Ya Electric Wire & Cable Co., Ltd.",1019378725,,1019378725,Yes,20.75
"Ta-I Technology Co., Ltd.",1017723509,,1017723509,Yes,35.72
Taaleem Holdings PJSC,2005657838,,2005657838,N/A,No data
Tabcorp Holdings Ltd.,1008760007,,1008760007,Yes,19.05
Taboola.com Ltd.,2003994181,,2003994181,Yes,24.17
Tabuk Cement Co.,2000931859,,2000931859,Yes,43.99
"Tachi-S Co., Ltd.",1008761638,,1008761638,Yes,19.44
"Tachibana Eletech Co., Ltd.",1013356375,,1013356375,Yes,12.89
Taco Bell Funding 2018-1,2006836039,,2006836039,Yes,21.02
Taco Bell Funding LLC SERIES 2021-1,2004820837,,2004820837,Yes,21.02
Taco Bell Funding Series 2021-1,2009269138,,2009269138,Yes,21.02
"Tactile Systems Technology, Inc.",1014111755,,1014111755,Yes,33.09
TADANO Ltd.,1008752403,,1008752403,Yes,32.98
Tadiran Group Ltd.,1017841031,,1017841031,Yes,12.80
"Taekwang Industrial Co., Ltd.",1010322789,,1010322789,Yes,31.28
"TAEYOUNGEngineering & Construction Co.,Ltd.",1012387357,,1012387357,Yes,36.98
TAG Immobilien AG,1012371028,,1012371028,Yes,6.95
"Taichung Commercial Bank Co., Ltd.",1008761249,,1008761249,Yes,25.62
TaiDoc Technology Corp.,1056970971,,1056970971,Yes,30.35
"TAIFLEX Scientific Co., Ltd.",1018409113,,1018409113,Yes,21.66
TaiGen Biopharmaceuticals Holdings Ltd.,1253415398,,1253415398,Yes,29.24
"Taihan Electric Wire Co., Ltd.",1010322806,,1010322806,Yes,28.81
"Taihei Dengyo Kaisha, Ltd.",1008757178,,1008757178,Yes,39.85
Taiheiyo Cement Corp.,1008752665,,1008752665,Yes,33.16
"Taiho Kogyo Co., Ltd.",1008774727,,1008774727,Yes,26.82
Taiji Computer Corp. Ltd.,2002702073,,2002702073,Yes,26.97
Taikisha Ltd.,1008758413,,1008758413,Yes,34.67
"Taiko Pharmaceutical Co., Ltd.",1056553680,,1056553680,Yes,40.72
"TaiMed Biologics, Inc.",1098295743,,1098295743,Yes,27.44
"Tainan Spinning Co., Ltd.",1017672441,,1017672441,Yes,21.56
TAISEI Corp.,1008752800,,1008752800,Yes,29.76
"Taisei Lamick Co., Ltd.",1013921402,,1013921402,Yes,26.02
"Taishin Financial Holdings Co., Ltd.",1016982833,,1016982833,Yes,23.59
"Taisho Pharmaceutical Holdings Co., Ltd.",1008754128,,1008754128,Yes,34.56
"Taisun Enterprise Co., Ltd.",1020599646,,1020599646,Yes,26.04
Taiwan Business Bank,1020615543,,1020615543,Yes,19.85
Taiwan Cement Corp.,1008755987,,1008755987,Yes,25.83
Taiwan Cogeneration Corp.,1017449564,,1017449564,Yes,33.30
"Taiwan Cooperative Financial Holding Co., Ltd.",1224528917,,1224528917,Yes,22.36
"Taiwan FamilyMart Co., Ltd.",1017515538,,1017515538,Yes,17.30
"Taiwan Fertilizer Co., Ltd.",1017541718,,1017541718,Yes,36.24
Taiwan Glass Industry Corp.,1008752897,,1008752897,Yes,25.02
Taiwan High Speed Rail Corp.,1017410616,,1017410616,Yes,20.33
"Taiwan Hon Chuan Enterprise Co., Ltd.",1017615529,,1017615529,Yes,14.92
Taiwan Mask Corp.,1015791235,,1015791235,Yes,20.75
"Taiwan Mobile Co., Ltd.",1008599390,,1008599390,Yes,21.84
"Taiwan Paiho Co., Ltd.",1017707579,,1017707579,Yes,20.02
"Taiwan PCB Techvest Co., Ltd.",1028581825,,1028581825,Yes,21.60
Taiwan Sakura Corp.,1017727682,,1017727682,Yes,22.89
"Taiwan Secom Co., Ltd.",1017647049,,1017647049,Yes,19.16
"Taiwan Semiconductor Co., Ltd.",1017722915,,1017722915,Yes,35.58
"Taiwan Semiconductor Manufacturing Co., Ltd.",1008258321,,1008258321,Yes,14.62
"Taiwan Shin Kong Security Co., Ltd.",1017672342,,1017672342,Yes,17.31
Taiwan Styrene Monomer Corp.,1010372984,,1010372984,Yes,26.47
Taiwan Surface Mounting Technology Corp.,1017410544,,1017410544,Yes,14.87
Taiwan Tea Corp.,1010360309,,1010360309,Yes,11.07
Taiwan Union Technology Corp.,1020558697,,1020558697,Yes,20.04
Taiwan-Asia Semiconductor Corp.,1017749107,,1017749107,Yes,19.78
Taiyen Biotech Co. Ltd.,1017180665,,1017180665,Yes,31.09
"Taiyo Holdings Co., Ltd.",1010324246,,1010324246,Yes,37.48
"Taiyo Yuden Co., Ltd.",1008752592,,1008752592,Yes,18.32
"Taiyuan Heavy Industry Co., Ltd.",2000819623,,2000819623,N/A,No data
Takamatsu Construction Group Co. Ltd.,1013409977,,1013409977,Yes,44.11
"Takamiya Co., Ltd.",1013596787,,1013596787,Yes,30.26
"Takaoka Toko Co., Ltd.",1216476340,,1216476340,Yes,26.23
"Takara Bio, Inc.",1011577170,,1011577170,Yes,24.98
"Takara Holdings, Inc.",1008755634,,1008755634,Yes,22.96
Takara Leben Real Estate Investment Corp.,2006259461,,2006259461,Yes,17.20
"TAKARA STANDARD CO., LTD.",1008752930,,1008752930,Yes,35.69
Takasago International Corp.,1008758881,,1008758881,Yes,29.68
"Takasago Thermal Engineering Co., Ltd.",1008754285,,1008754285,Yes,23.73
"Takashimaya Co., Ltd.",1008754139,,1008754139,Yes,20.80
Takatori Corp.,1013583535,,1013583535,Yes,37.65
"Take-Two Interactive Software, Inc.",1008249527,,1008249527,Yes,15.38
"Takeda Pharmaceutical Co., Ltd.",1008752786,,1008752786,Yes,22.54
"Takeuchi Mfg. Co., Ltd.",1014354222,,1014354222,Yes,25.45
"Taki Chemical Co., Ltd.",1013456085,,1013456085,Yes,32.66
TAKKT AG,1008547173,,1008547173,Yes,16.78
"TAKUMA CO., LTD.",1008759235,,1008759235,Yes,27.23
Tal Advantage VII LLC Series 2020-1,2008312939,,2008312939,Yes,21.82
TAL Education Group,1121799591,,1121799591,Yes,18.44
Talaat Moustafa Group Holding,1043801033,,1043801033,Yes,27.40
Talanx AG,1016079254,,1016079254,Yes,15.34
"Talaris Therapeutics, Inc.",2004408557,,2004408557,Yes,34.05
Talenom Oyj,1030033656,,1030033656,Yes,26.53
Talent Yield (Euro) Ltd.,1299554166,,1299554166,Yes,34.17
Talent Yield International Ltd.,2008762604,,2008762604,Yes,34.17
Talgo SA,1008763178,,1008763178,Yes,27.64
Taliworks Corp. Bhd.,1012359753,,1012359753,Yes,36.15
"Talkweb Information System Co., Ltd.",2001207535,,2001207535,Yes,32.11
"Talos Energy, Inc.",2006118087,,2006118087,Yes,31.23
"Tama Home Co., Ltd.",1030589244,,1030589244,Yes,27.11
Tamarack Valley Energy Ltd.,1011062804,,1011062804,Yes,44.81
Tamburi Investment Partners SpA,1032405679,,1032405679,Yes,32.04
Tamilnad Mercantile Bank Ltd.,2000727794,,2000727794,N/A,No data
"Tamron Co., Ltd.",1013420806,,1013420806,Yes,17.92
Tamura Corp.,1008755426,,1008755426,Yes,28.09
"Tandem Diabetes Care, Inc.",1054246959,,1054246959,Yes,35.30
"Tanger Factory Outlet Centers, Inc.",1008204628,,1008204628,Yes,14.41
"Tango Therapeutics, Inc.",2009077456,,2009077456,Yes,29.61
"Tangrenshen Group Co., Ltd.",2003075212,,2003075212,Yes,55.08
Tangshan Jidong Cement Co. Ltd.,1013515523,,1013515523,Yes,41.62
"Tangshan Port Group Co., Ltd.",2002731811,,2002731811,Yes,17.43
"Tangshan Sanyou Chemical Industries Co., Ltd.",2000819639,,2000819639,Yes,41.17
"Tangshan SunFar Silicon Industries Co., Ltd.",2003298060,,2003298060,N/A,No data
Tanla Platforms Ltd.,2000982759,,2000982759,Yes,24.75
Tanmiah Food Co.,2008850695,,2008850695,N/A,No data
"TANSEISHA Co., Ltd.",1008761706,,1008761706,Yes,23.93
"Tanvex BioPharma, Inc.",2004566776,,2004566776,Yes,30.58
Taokaenoi Food & Marketing Public Co. Ltd.,1219915300,,1219915300,Yes,39.42
"Tapestry, Inc.",1008404819,,1008404819,Yes,14.84
Targa Resources Corp.,1047031567,,1047031567,Yes,33.21
Targa Resources Partners LP,1038110926,,1038110926,Yes,29.60
Target Corp.,1008052684,,1008052684,Yes,18.50
Target Healthcare REIT Plc,2007145807,,2007145807,Yes,16.91
Target Hospitality Corp.,2006871155,,2006871155,Yes,30.45
Taro Pharmaceutical Industries Ltd.,1007913357,,1007913357,Yes,34.41
Tarsons Products Ltd.,2006174370,,2006174370,N/A,No data
"Tarsus Pharmaceuticals, Inc.",2007112751,,2007112751,Yes,31.99
Taseko Mines Ltd.,1008754899,,1008754899,Yes,50.58
"TaskUs, Inc.",2004432070,,2004432070,Yes,20.45
"Tasly Pharmaceutical Group Co., Ltd.",1020558699,,1020558699,N/A,No data
Tasmanian Public Finance Corp.,2000802587,,2000802587,Yes,19.53
Tat Gida Sanayi AS,1010369913,,1010369913,Yes,29.61
Tata Chemicals Ltd.,1008756718,,1008756718,Yes,34.58
Tata Communications Ltd.,1008404446,,1008404446,Yes,24.69
Tata Consultancy Services Ltd.,1014290015,,1014290015,Yes,14.27
Tata Consumer Products Ltd.,1007999843,,1007999843,Yes,30.11
Tata Elxsi Ltd.,1008761187,,1008761187,Yes,20.79
Tata Investment Corp. Ltd.,1008757037,,1008757037,Yes,32.79
Tata Motors Ltd.,1008752898,,1008752898,Yes,27.50
"Tata Power Co., Ltd.",1008752647,,1008752647,Yes,40.71
Tata Steel Ltd.,1008752416,,1008752416,Yes,29.71
Tata Teleservices (Maharashtra) Ltd.,2000542577,,2000542577,Yes,32.33
Tate & Lyle Plc,1008256150,,1008256150,Yes,24.94
Tatneft PJSC,1008274960,,1008274960,Yes,46.13
Tatra Banka as,2000688900,,2000688900,Yes,18.34
"Tatsuta Electric Wire & Cable Co., Ltd.",1008759263,,1008759263,Yes,23.29
"Tattooed Chef, Inc.",2007927915,,2007927915,Yes,39.76
Tatung Co.,1013400790,,1013400790,Yes,25.14
Tatva Chintan Pharma Chem Ltd.,2005990251,,2005990251,Yes,32.15
TAURON Polska Energia SA,1038443135,,1038443135,Yes,37.74
Taurus Armas SA,1008758194,,1008758194,Yes,38.47
TAV Havalimanlari Holding AS,1021516830,,1021516830,Yes,20.44
Tayca Corp.,1008758780,,1008758780,Yes,40.73
"Tayho Advanced Materials Group Co., Ltd.",2001198358,,2001198358,Yes,22.19
Taylor Maritime Investments Ltd.,2008822910,,2008822910,Yes,34.93
Taylor Morrison Home Corp.,1232824374,,1232824374,Yes,16.39
Taylor Wimpey Plc,1008561041,,1008561041,Yes,14.18
TBC Bank Group Plc,1040269058,,1040269058,Yes,13.89
"TBEA Co., Ltd.",1013455102,,1013455102,Yes,32.94
"TBS Holdings, Inc.",1008755508,,1008755508,Yes,18.17
TC Energy Corp.,1008187408,,1008187408,Yes,23.48
TC Pipelines LP,1008277946,,1008277946,Yes,23.48
TCC Steel Corp.,2000505885,,2000505885,N/A,No data
TCHC Issuer Trust,1045403306,,1045403306,Yes,18.83
"TCI Co., Ltd.",1148186650,,1148186650,Yes,23.75
TCI Express Ltd.,2001729311,,2001729311,Yes,21.92
TCL Electronics Holdings Ltd.,1010787540,,1010787540,Yes,19.20
TCL Technology Group Corp.,1016621563,,1016621563,Yes,29.70
"TCL Zhonghuan Renewable Energy Technology Co., Ltd.",2001062038,,2001062038,Yes,40.01
TCS Group Holding Plc,1189985879,,1189985879,Yes,30.01
TD Power Systems Ltd.,1056978744,,1056978744,Yes,20.49
TD SYNNEX Corp.,1008298027,,1008298027,Yes,10.30
TDC Holding A/S,1008269128,,1008269128,N/A,No data
TDC Net A/S,2007646505,,2007646505,Yes,25.77
"TDC SOFT, Inc.",1013805284,,1013805284,N/A,No data
"TDCX, Inc.",2009162014,,2009162014,N/A,No data
TDF Infrastructure Holding SAS,1144812983,,1144812983,Yes,24.54
TDF Infrastructure SAS,2003611190,,2003611190,Yes,24.54
"TDG Holding Co., Ltd.",2000819617,,2000819617,N/A,No data
TDK Corp.,1008194209,,1008194209,Yes,19.40
TE Connectivity Ltd.,1015984769,,1015984769,Yes,14.80
Team17 Group PLC,2006146113,,2006146113,Yes,13.52
TeamLease Services Ltd.,2002709848,,2002709848,Yes,11.35
TeamViewer SE,2007316825,,2007316825,Yes,9.90
Tecan Group AG,1014390273,,1014390273,Yes,13.37
Tech Mahindra Ltd.,1017284394,,1017284394,Yes,11.75
"Tech-bank Food Co., Ltd.",2001065509,,2001065509,Yes,47.54
TechMatrix Corp.,1009072328,,1009072328,Yes,21.10
Technip Energies NV,2007603896,,2007603896,Yes,27.67
TechnipFMC plc,1009220897,,1009220897,Yes,27.54
Techno Electric & Engineering Co. Ltd.,2001725669,,2001725669,N/A,No data
Technogym SpA,1062384548,,1062384548,Yes,8.16
Technology One Ltd.,1015533745,,1015533745,Yes,17.50
"TechnoPro Holdings, Inc.",1013438802,,1013438802,Yes,10.81
Technoprobe SpA,2002196054,,2002196054,Yes,35.52
"TechTarget, Inc.",1008559689,,1008559689,Yes,26.47
"Techtronic Industries Co., Ltd.",1008755335,,1008755335,Yes,25.34
Teck Resources Limited,1008067772,,1008067772,Yes,20.52
"Tecnoglass, Inc.",1270430115,,1270430115,Yes,38.51
"TECO Electric & Machinery Co., Ltd.",1008756634,,1008756634,Yes,19.61
TECOM Group PJSC,2000877121,,2000877121,Yes,11.39
Teekay Corp.,1008207684,,1008207684,Yes,33.58
Teekay Tankers Ltd.,1047158070,,1047158070,Yes,26.15
Tega Industries Ltd.,2002152998,,2002152998,N/A,No data
"TEGNA, Inc.",1007898817,,1007898817,Yes,13.93
Teijin Ltd.,1008752168,,1008752168,Yes,23.36
"Teikoku Electric Manufacturing Co., Ltd.",1012654216,,1012654216,Yes,34.84
"Teikoku Sen-I Co., Ltd.",1008758879,,1008758879,Yes,35.05
Tejas Networks Ltd.,1009489602,,1009489602,Yes,21.67
Tejon Ranch Co.,1008185475,,1008185475,Yes,23.06
Tekfen Holding AS,1015791279,,1015791279,Yes,27.31
Tekken Corp.,1008758120,,1008758120,Yes,43.12
Teknosa Ic ve Dis Ticaret AS,1037472889,,1037472889,Yes,21.78
"TELA Bio, Inc.",2000260737,,2000260737,N/A,No data
"Teladoc Health, Inc.",1030426707,,1030426707,Yes,23.78
TELCON RF PHARMACEUTICAL. Inc.,2002298568,,2002298568,Yes,38.55
Tele2 AB,1008292135,,1008292135,Yes,19.23
Telecom Argentina SA,2000026549,,2000026549,Yes,27.87
Telecom Egypt,1021271690,,1021271690,Yes,33.53
Telecom Italia SpA,1008594630,,1008594630,Yes,19.01
Telecom Plus Plc,1008392036,,1008392036,Yes,12.18
Telecommunications Services of Trinidad & Tobago Ltd.,2002678594,,2002678594,Yes,33.27
Telecomunicaciones Digitales SA,2001726470,,2001726470,Yes,21.72
Teledyne FLIR LLC,1008205654,,1008205654,Yes,35.46
"Teledyne Technologies, Inc.",1008284772,,1008284772,Yes,35.46
"Teleflex, Inc.",1008185676,,1008185676,Yes,29.39
Telefonaktiebolaget LM Ericsson,1008147952,,1008147952,Yes,16.64
Telefonica Brasil SA,1008280794,,1008280794,Yes,16.01
Telefónica Celular del Paraguay SAE,2000911905,,2000911905,Yes,18.25
Telefónica Deutschland Holding AG,1230976984,,1230976984,Yes,10.62
Telefónica Emisiones SA,1033879166,,1033879166,Yes,15.82
Telefónica Europe BV,1011478697,,1011478697,Yes,15.82
Telefónica Móviles Chile SA,2002823348,,2002823348,Yes,15.82
Telefónica SA,1008235322,,1008235322,Yes,15.82
Telekom Austria AG,1008524028,,1008524028,Yes,13.54
Telekom Finanzmanagement GmbH,1034813602,,1034813602,Yes,13.54
Telekom Malaysia Bhd.,1008755363,,1008755363,Yes,27.52
Telenet Group Holding NV,1008005103,,1008005103,Yes,15.48
Telenor ASA,1008536781,,1008536781,Yes,26.10
Teleperformance SA,1008633127,,1008633127,Yes,12.97
"Telephone & Data Systems, Inc.",1008067785,,1008067785,Yes,36.88
Telereal Secured Finance Plc,1256489913,,1256489913,Yes,22.50
Television Broadcasts Ltd.,1008753349,,1008753349,Yes,20.31
Telia AB,2000570947,,2000570947,Yes,18.95
Telia Co. AB,1011936613,,1011936613,Yes,18.95
Telix Pharmaceuticals Ltd.,2005368417,,2005368417,Yes,28.67
Telkom SA SOC Ltd.,1012276970,,1012276970,Yes,28.71
"Tellhow Sci-Tech Co., Ltd.",1028284816,,1028284816,N/A,No data
"Telling Telecommunication Holding Co., Ltd.",1019247418,,1019247418,Yes,16.87
"Tellurian, Inc.",1335880257,,1335880257,Yes,41.66
Telos Corp.,1008745370,,1008745370,Yes,23.05
Telstra Corp. Ltd.,1007970020,,1007970020,Yes,21.62
Telstra Group Ltd.,2012922918,,2012922918,Yes,21.62
Telsys Ltd.,1015791312,,1015791312,N/A,No data
TELUS Corp.,1008476935,,1008476935,Yes,17.56
"TELUS International (CDA), Inc.",2005663068,,2005663068,Yes,14.77
Temenos AG,1008937402,,1008937402,Yes,11.54
Temple & Webster Group Ltd.,2004564905,,2004564905,Yes,23.02
Tempo Acquisition LLC,1428242515,,1428242515,Yes,17.49
"Tempur Sealy International, Inc.",1011167925,,1011167925,Yes,14.35
Ten Entertainment Group Plc,2005181951,,2005181951,Yes,27.00
Ten Square Games SA,2005676491,,2005676491,Yes,16.52
"Tenable Holdings, Inc.",2004898016,,2004898016,Yes,21.89
Tenaga Nasional Bhd.,1008756210,,1008756210,Yes,32.42
Tenaris SA,1011883875,,1011883875,Yes,23.28
"Tenaya Therapeutics, Inc.",2006595019,,2006595019,Yes,34.29
Tencent Holdings Ltd.,1018920382,,1018920382,Yes,19.32
Tencent Music Entertainment Group,2005643724,,2005643724,Yes,25.84
Tenet Healthcare Corp.,1007986157,,1007986157,Yes,35.01
Tengizchevroil Finance Co. International Ltd.,2004907970,,2004907970,Yes,56.61
Tengizchevroil LLP,2000645384,,2000645384,Yes,56.61
TENMA Corp.,1008759366,,1008759366,Yes,36.83
Tennant Co.,1008186028,,1008186028,Yes,23.18
Tennessee Gas Pipeline Co. LLC,1010912421,,1010912421,Yes,24.63
Tennessee Valley Authority,1008125003,,1008125003,Yes,34.30
TenneT Holding BV,1012418609,,1012418609,Yes,17.88
"TENON Medical, Inc.",2000258834,,2000258834,Yes,25.05
Teollisuuden Voima Oyj,1008754103,,1008754103,Yes,20.50
Teradata Corp.,1007976245,,1007976245,Yes,17.38
"Teradyne, Inc.",1007972974,,1007972974,Yes,17.03
Teranet Holdings LP,1124892282,,1124892282,Yes,26.58
Teraplast SA,2001204500,,2001204500,Yes,27.35
"Terasen Gas, Inc.",2000065514,,2000065514,Yes,28.78
"TeraWulf, Inc.",2009497674,,2009497674,Yes,25.32
Terex Corp.,1008186228,,1008186228,Yes,26.65
"Terminix Global Holdings, Inc.",1153138755,,1153138755,Yes,14.15
Termocandelaria Power SA,2003744981,,2003744981,Yes,36.00
Terna Energy SA,1043128106,,1043128106,Yes,16.19
TERNA Rete Elettrica Nazionale SpA,1013367794,,1013367794,Yes,9.49
"Terns Pharmaceuticals, Inc.",2006590689,,2006590689,Yes,26.23
TerraCom Ltd.,1115016613,,1115016613,Yes,50.36
Terrafina,1240495419,,1240495419,Yes,8.42
Terran Orbital Corp.,2010625080,,2010625080,Yes,20.85
"TerraSky Co., Ltd.",1292515155,,1292515155,Yes,26.05
Terreno Realty Corp.,1087155907,,1087155907,Yes,14.71
Terumo Corp.,1008753768,,1008753768,Yes,23.72
Terveystalo Oyj,1439836728,,1439836728,Yes,17.14
Teréga SA,2007635425,,2007635425,N/A,No data
Teréga SAS,2005806230,,2005806230,Yes,30.20
"TES Co., Ltd.",1046324915,,1046324915,Yes,21.87
Tesco Corporate Treasury Services Plc,1252363564,,1252363564,Yes,21.86
Tesco Plc,1008291990,,1008291990,Yes,21.86
Tesco Property Finance 1 Plc,1068230003,,1068230003,Yes,21.86
Tesco Property Finance 2 Plc,2001642337,,2001642337,Yes,21.86
Tesco Property Finance 3 Plc,2002801779,,2002801779,Yes,21.86
Tesco Property Finance 4 Plc,2003032337,,2003032337,Yes,21.86
Tesco Property Finance 5 Plc,2003382464,,2003382464,Yes,21.86
TESLA Auto Lease Trust 2021-A,2008778128,,2008778128,Yes,25.23
Tesla Auto Lease Trust 2021-B,2009508985,,2009508985,Yes,25.23
"Tesla, Inc.",1035322998,,1035322998,Yes,25.23
"TESS Holdings Co., Ltd.",2008693779,,2008693779,Yes,26.59
Tessenderlo Group NV,1008754908,,1008754908,Yes,36.64
"Test Research, Inc.",1019337308,,1019337308,Yes,16.20
Tethys Oil AB,1019314529,,1019314529,Yes,42.62
"Tetra Tech, Inc.",1008075118,,1008075118,Yes,18.41
"TETRA Technologies, Inc.",1007913536,,1007913536,Yes,32.24
Teva Pharmaceutical Finance Co. LLC,1010912379,,1010912379,Yes,22.89
Teva Pharmaceutical Finance Netherlands III BV,1325453930,,1325453930,Yes,22.89
Teva Pharmaceutical Industries Ltd.,1008186293,,1008186293,Yes,22.89
TEXAF SA,1028265872,,1028265872,N/A,No data
"Texas Capital Bancshares, Inc.",1008033277,,1008033277,Yes,30.84
Texas Instruments Incorporated,1008018529,,1008018529,Yes,20.65
Texas Pacific Land Corp.,2008431365,,2008431365,Yes,9.97
"Texas Roadhouse, Inc.",1012595914,,1012595914,Yes,25.98
Texhong International Group Ltd.,1020748518,,1020748518,Yes,18.60
TEXT SA,1048668280,,1048668280,Yes,21.43
Textainer Group Holdings Ltd.,1012144724,,1012144724,Yes,25.29
